iter	Logloss
576	0.3268685089
577	0.3268283863
578	0.3267912846
579	0.3266975719
580	0.3266178645
581	0.3265812411
582	0.3265162075
583	0.326441986
584	0.3263780702
585	0.3263225173
586	0.3262367002
587	0.3261835564
588	0.3261270892
589	0.3260591506
590	0.3260175907
591	0.325994375
592	0.3259046058
593	0.325838236
594	0.3257695559
595	0.3257357917
596	0.325694867
597	0.3256261181
598	0.3255779858
599	0.3255093684
600	0.3254324623
601	0.3253719942
602	0.3253148277
603	0.3252874062
604	0.3252337027
605	0.3251974611
606	0.3251344074
607	0.3250932786
608	0.3250293835
609	0.3249791493
610	0.3249320714
611	0.32483668
612	0.3247843731
613	0.3247328201
614	0.3246779518
615	0.3245962605
616	0.3245544385
617	0.3245023661
618	0.3244702963
619	0.3244418462
620	0.3243540318
621	0.3243013869
622	0.324250034
623	0.3242196662
624	0.3241654703
625	0.3241246938
626	0.3240743881
627	0.3240227601
628	0.3239696707
629	0.3239182264
630	0.3238650184
631	0.3238301017
632	0.3237712266
633	0.3237041072
634	0.3236104783
635	0.3235745917
636	0.3234990399
637	0.3234704168
638	0.3234449565
639	0.3233991497
640	0.3233686708
641	0.3232978704
642	0.3232485008
643	0.3231967874
644	0.3231287946
645	0.3231083525
646	0.3230339963
647	0.322983814
648	0.3229203032
649	0.3228679468
650	0.3228201001
651	0.322771288
652	0.3227341047
653	0.3227088922
654	0.3226356426
655	0.3225708428
656	0.3225360617
657	0.3224767382
658	0.3224476548
659	0.3223764764
660	0.3223494489
661	0.3222940451
662	0.3222454778
663	0.3222011148
664	0.3221447914
665	0.3220799127
666	0.3220450877
667	0.3220103686
668	0.3219600904
669	0.3219156541
670	0.3218690725
671	0.321818651
672	0.3217763693
673	0.321703523
674	0.3216745481
675	0.3216283674
676	0.3215233837
677	0.3214688006
678	0.3213816291
679	0.3213324684
680	0.3212917817
681	0.3212211294
682	0.3211399399
683	0.3210867404
684	0.3210308013
685	0.3209776612
686	0.3209462664
687	0.3208740521
688	0.3208245822
689	0.3207655433
690	0.3207164621
691	0.3206699402
692	0.3206340085
693	0.3206015881
694	0.3205501392
695	0.3204995429
696	0.3204486404
697	0.320420178
698	0.3203652341
699	0.3203145215
700	0.3202634703
701	0.320222532
702	0.3201737073
703	0.3201469647
704	0.3201024794
705	0.3200178235
706	0.3199938856
707	0.3199546735
708	0.3199200225
709	0.3198825505
710	0.3198384672
711	0.3197779692
712	0.3197169007
713	0.3196552828
714	0.3196224575
715	0.3195796431
716	0.3195463114
717	0.3195026072
718	0.3194379347
719	0.3193941905
720	0.3193208703
721	0.3192855177
722	0.3192564173
723	0.3192121484
724	0.3191579435
725	0.3191182999
726	0.3190831627
727	0.3190437592
728	0.3189868787
729	0.3189272594
730	0.3188774783
731	0.318836334
732	0.3187629049
733	0.318686995
734	0.3186515442
735	0.318576869
736	0.318533129
737	0.3184568916
738	0.3183899715
739	0.3183241445
740	0.3182727884
741	0.3182363652
742	0.3181750858
743	0.3181563889
744	0.3181146775
745	0.3180515762
746	0.3180057102
747	0.3179707608
748	0.3179544817
749	0.3178835153
750	0.3178610922
751	0.3177778459
752	0.3177398024
753	0.3176751542
754	0.3176096313
755	0.3175518512
756	0.3174926373
757	0.3174246037
758	0.3173710542
759	0.317319971
760	0.3172048677
761	0.3171478726
762	0.3171096001
763	0.3170653124
764	0.3169984528
765	0.3169532242
766	0.3168939297
767	0.3168469571
768	0.3167757454
769	0.3167386541
770	0.3167131105
771	0.3166668541
772	0.3166062768
773	0.3165482225
774	0.3165124486
775	0.3164447328
776	0.3164156597
777	0.3163557508
778	0.3163034088
779	0.3162494447
780	0.3161968024
781	0.3161419734
782	0.3160846744
783	0.3160504665
784	0.3160102246
785	0.3159659287
786	0.3159016966
787	0.3158439849
788	0.3157740647
789	0.315732776
790	0.3156692698
791	0.3155548258
792	0.3154817048
793	0.3154268394
794	0.315370197
795	0.3153186236
796	0.315273961
797	0.315185288
798	0.3151483578
799	0.3150928507
800	0.315034199
801	0.3149935702
802	0.3149424052
803	0.314876906
804	0.3148501611
805	0.3147904714
806	0.3147476802
807	0.3146753622
808	0.3146465019
809	0.3145822111
810	0.3145329422
811	0.3144715363
812	0.3144509163
813	0.3143963632
814	0.3143641587
815	0.3143003344
816	0.3142409627
817	0.3141992314
818	0.3141643462
819	0.3141257621
820	0.3140952374
821	0.31405653
822	0.3140027268
823	0.3139624147
824	0.3139517585
825	0.3138946872
826	0.3138550944
827	0.3138172412
828	0.3138012656
829	0.3137493012
830	0.3136994259
831	0.313638637
832	0.3136026597
833	0.313582209
834	0.3135356823
835	0.3135013043
836	0.3134665224
837	0.3134282931
838	0.3133837002
839	0.3133472918
840	0.3133231515
841	0.3132839505
842	0.3132085822
843	0.3131750297
844	0.3131189729
845	0.3131094459
846	0.3130444548
847	0.3129902393
848	0.3129269524
849	0.3128624659
850	0.3128000862
851	0.3127436822
852	0.3127119835
853	0.312672046
854	0.3126457971
855	0.3125783136
856	0.3125142372
857	0.3124786569
858	0.312426956
859	0.3123896463
860	0.3123464367
861	0.3123114536
862	0.3122461716
863	0.3121879263
864	0.3121496426
865	0.3121280218
866	0.3121031304
867	0.312049899
868	0.3120263935
869	0.3119825826
870	0.3119506855
871	0.3119041466
872	0.3118267205
873	0.311779602
874	0.3116858433
875	0.3116489047
876	0.3116135999
877	0.3115649716
878	0.3115163858
879	0.3114688441
880	0.3113870162
881	0.3113438378
882	0.3112898354
883	0.3112378057
884	0.311214756
885	0.3111516263
886	0.3110811525
887	0.3110309106
888	0.3109370385
889	0.3108979576
890	0.3108192594
891	0.3107565287
892	0.3106989933
893	0.3106358823
894	0.3105937128
895	0.3105411823
896	0.3105070488
897	0.3104652368
898	0.3104161966
899	0.3103529941
900	0.3103162353
901	0.3102885369
902	0.310247731
903	0.3101949771
904	0.3100862042
905	0.310064513
906	0.3100118544
907	0.3099603577
908	0.3099047805
909	0.3098665096
910	0.3098285337
911	0.3097603172
912	0.3097236876
913	0.3096837066
914	0.3096502147
915	0.3096046392
916	0.3095343331
917	0.3095244809
918	0.3094802913
919	0.3094242619
920	0.3093456012
921	0.3093150935
922	0.3092697722
923	0.3092366042
924	0.3091887958
925	0.3091485672
926	0.3090867089
927	0.3090434789
928	0.3090324172
929	0.3089879514
930	0.3089275345
931	0.3088938541
932	0.3088298391
933	0.3088113214
934	0.3087511808
935	0.3087417202
936	0.3086900691
937	0.3086474178
938	0.3085717689
939	0.3085656977
940	0.3085226357
941	0.3084925317
942	0.3084529004
943	0.3083864373
944	0.3083429715
945	0.3082774627
946	0.3082287433
947	0.3081774532
948	0.3081460686
949	0.3081080298
950	0.3080831552
951	0.308051509
952	0.3080320025
953	0.3079898211
954	0.3079820487
955	0.307947719
956	0.3079098699
957	0.3078616863
958	0.3078120002
959	0.307765287
960	0.3077048529
961	0.3076589886
962	0.3076340644
963	0.3075850976
964	0.30753791
965	0.3075096265
966	0.3074559713
967	0.3074247744
968	0.3073766433
969	0.3073176395
970	0.307257865
971	0.3072014031
972	0.3071574123
973	0.3071124405
974	0.3070874402
975	0.3070162279
976	0.3069597534
977	0.3069082185
978	0.3068673618
979	0.3068297096
980	0.3067839594
981	0.3067398194
982	0.3066852358
983	0.3066303928
984	0.306598318
985	0.3065618703
986	0.3065018182
987	0.3064591625
988	0.3064154053
989	0.3063864846
990	0.3063608397
991	0.3063430278
992	0.3062999684
993	0.3062542422
994	0.306177167
995	0.3061360574
996	0.3060905161
997	0.3060614273
998	0.3060159595
999	0.3059737869
